epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,1889.1,1.44465,1.14704,1.20835,0.73672,0.7404,0.72879,0.40462,1.79901,1.1408,1.22773,0.00113889,0.00113889,0.00113889
18,2003.08,1.5011,1.09385,1.20451,0.75619,0.74736,0.76206,0.44418,1.7331,1.21803,1.21981,0.00110589,0.00110589,0.00110589
19,2124.57,1.39991,1.06445,1.1534,0.6506,0.74098,0.73957,0.42819,1.7664,1.46723,1.23687,0.00107288,0.00107288,0.00107288
20,2226.57,1.36049,1.06934,1.16345,0.78315,0.70481,0.72205,0.35908,2.06268,1.22088,1.3139,0.00103987,0.00103987,0.00103987
21,2316.06,1.37217,1.0817,1.16725,0.74299,0.75823,0.76022,0.46133,1.74887,1.10768,1.20445,0.00100687,0.00100687,0.00100687
22,2402.91,1.38113,1.00225,1.16007,0.75634,0.76366,0.76177,0.45129,1.90499,1.15959,1.25157,0.000973861,0.000973861,0.000973861
23,2494.62,1.34939,1.03014,1.14217,0.7614,0.73649,0.75805,0.43572,1.92871,1.21292,1.26714,0.000940855,0.000940855,0.000940855
24,2590.77,1.40277,1.05616,1.16432,0.68971,0.7952,0.75443,0.4362,1.86305,1.19231,1.25169,0.000907848,0.000907848,0.000907848
25,2686.16,1.37211,1.03473,1.14855,0.80807,0.77776,0.78187,0.47011,1.75943,1.02586,1.20172,0.000874842,0.000874842,0.000874842
26,2785.13,1.32183,0.95889,1.12329,0.7805,0.79368,0.76326,0.46568,1.79719,1.02465,1.22778,0.000841835,0.000841835,0.000841835
27,2879.38,1.33144,0.98076,1.13811,0.79617,0.7736,0.77212,0.47171,1.86358,1.05298,1.22095,0.000808828,0.000808828,0.000808828
28,2978.97,1.32401,0.98043,1.13736,0.74154,0.77378,0.76784,0.46381,1.73348,1.13088,1.19222,0.000775822,0.000775822,0.000775822
29,3074.39,1.34718,1.00167,1.12983,0.63708,0.79128,0.72819,0.44566,1.74829,1.77657,1.19097,0.000742815,0.000742815,0.000742815
30,3193.31,1.32831,0.99709,1.12099,0.65562,0.75093,0.70426,0.44554,1.74627,2.1617,1.1996,0.000709809,0.000709809,0.000709809
31,3303.18,1.28618,0.93723,1.10381,0.75023,0.77771,0.75588,0.45053,1.76042,1.14447,1.19498,0.000676802,0.000676802,0.000676802
32,3388.5,1.30678,0.93886,1.12502,0.73626,0.80422,0.75645,0.44026,1.84833,1.10444,1.23577,0.000643795,0.000643795,0.000643795
33,3489.93,1.29244,0.93338,1.11953,0.75783,0.78306,0.7632,0.4725,1.69014,1.07071,1.2054,0.000610789,0.000610789,0.000610789
34,3588.47,1.29306,0.9455,1.12113,0.77208,0.79083,0.78246,0.46863,1.68163,1.09537,1.19068,0.000577782,0.000577782,0.000577782
35,3681.35,1.29731,0.95072,1.1028,0.77672,0.8017,0.77236,0.4751,1.75623,1.0079,1.21262,0.000544776,0.000544776,0.000544776
36,3775.75,1.24759,0.91429,1.09452,0.83088,0.80077,0.79801,0.46789,1.91337,0.9725,1.25518,0.000511769,0.000511769,0.000511769
37,3894.03,1.31157,0.96172,1.1173,0.81205,0.74099,0.79095,0.4798,1.85657,1.02499,1.21811,0.000478762,0.000478762,0.000478762
38,4010.88,1.29047,0.94284,1.10479,0.83649,0.76979,0.80026,0.47933,1.81402,1.02926,1.20978,0.000445756,0.000445756,0.000445756
39,4110.97,1.28736,0.90315,1.10206,0.80439,0.7854,0.78416,0.46453,1.80016,0.99669,1.23132,0.000412749,0.000412749,0.000412749
40,4226.53,1.24229,0.90592,1.09243,0.79677,0.7854,0.79033,0.47443,1.73847,0.99777,1.21013,0.000379743,0.000379743,0.000379743
41,4321.84,1.26604,0.93396,1.09787,0.83748,0.79627,0.81606,0.49232,1.72695,0.96377,1.20031,0.000346736,0.000346736,0.000346736
42,4415.49,1.30722,1.03561,1.12829,0.76532,0.76767,0.78252,0.47394,1.67657,1.05741,1.18245,0.000313729,0.000313729,0.000313729
43,4517.66,1.29758,0.97928,1.11735,0.7884,0.81185,0.79135,0.47597,1.67761,1.05234,1.17798,0.000280723,0.000280723,0.000280723
44,4637.01,1.24816,0.90253,1.10693,0.78497,0.81801,0.81432,0.49235,1.66244,1.04047,1.16721,0.000247716,0.000247716,0.000247716
45,4742.87,1.25716,0.92324,1.09554,0.79282,0.80521,0.8087,0.48806,1.68107,1.08171,1.16727,0.00021471,0.00021471,0.00021471
46,4862.65,1.22544,0.90375,1.07059,0.76952,0.82251,0.81732,0.492,1.63848,1.09183,1.1595,0.000181703,0.000181703,0.000181703
47,4960.69,1.2155,0.87807,1.07439,0.77334,0.80714,0.79237,0.47971,1.69863,1.05956,1.1957,0.000148696,0.000148696,0.000148696
48,5061.8,1.25741,0.86817,1.09546,0.77945,0.80714,0.78893,0.4773,1.71632,1.03454,1.20399,0.00011569,0.00011569,0.00011569
49,5159.19,1.22157,0.87861,1.08579,0.78534,0.81801,0.7857,0.47732,1.68651,1.00368,1.18023,8.26832e-05,8.26832e-05,8.26832e-05
50,5258.32,1.22904,0.92247,1.07992,0.78327,0.80714,0.7823,0.47942,1.67417,1.00463,1.16997,4.96766e-05,4.96766e-05,4.96766e-05
